Name,Temperature,Carbon,Water,Rhodium,Iron,Atmosphere Color,Moons,Habitable
LHS 8655s,265755,High,Medium,High,High,,4,0
HD 8823j,296469,Low,High,High,Medium,Red,4,0
HR 9880q,297213,High,High,Low,High,Red,5,0
WASP-5156j,337613,Low,Low,Low,Low,Yellow,5,1
Kepler-4814x,269390,High,High,High,High,Blue,4,0
Ross 7213i,313233,Low,Low,Low,Low,Red,5,1
K2-9509w,335312,High,High,High,High,Red,0,0
K2-1212a,325092,Low,Low,High,Low,Yellow,4,1
WASP-8328z,333622,Low,Low,Low,Low,Yellow,7,1
WASP-483c,305909,Medium,Low,Low,Low,Yellow,6,1
Gliese 7854o,295682,High,High,High,Low,Yellow,0,0
TRAPPIST-4042x,306721,Low,Low,Low,Low,Yellow,6,1
Kepler-203c,284905,High,Medium,High,High,Red,1,0
Ross 6532n,318697,High,High,High,Medium,Yellow,1,0
Kepler-9098a,302686,High,High,High,High,Red,2,0
Ross 8753n,315627,High,High,Medium,High,Red,8,0
HR 7745z,305810,Low,Low,Low,Low,Yellow,8,1
Kepler-1084l,305433,High,Low,Medium,Medium,Yellow,7,1
HR 6317h,282770,Low,Medium,Medium,Medium,Yellow,7,1
Gliese 4299j,320734,High,Low,Medium,Medium,Red,7,0
Kepler-6433i,327548,Low,High,Medium,Medium,Yellow,7,1
Gliese 4559e,306294,Medium,High,High,Low,Red,0,0
Gliese 2921v,325778,Low,High,High,Low,Yellow,1,1
Gliese 642l,285130,Low,Medium,High,High,Red,6,0
Gliese 6441j,316752,High,Medium,High,Low,Red,5,0
Gliese 5767s,319855,Low,Low,Low,Low,Yellow,5,1
KELT-5371m,318753,Low,Low,Low,Low,Yellow,6,1
HR 1878p,323993,Medium,Low,Low,High,Yellow,8,1
HR 2171x,284730,High,Medium,High,High,Red,2,0
Gliese 2743t,332264,Low,Low,Low,Medium,Yellow,4,1
WASP-8722q,329014,Low,Low,Low,Low,Yellow,4,1
Kepler-2903v,321443,Low,High,Low,Low,Yellow,5,1
Gliese 2230q,280191,Medium,Low,High,Low,Yellow,4,1
TRAPPIST-1162o,280518,High,High,High,High,Yellow,1,0
HD 3639b,322989,Low,Medium,High,Low,Yellow,0,1
WASP-777l,310687,High,Medium,High,High,Red,5,0
HR 6013e,318426,Medium,Low,High,High,,4,0
WASP-4298a,292313,High,Medium,High,High,Red,5,0
LHS 776p,297858,High,High,High,High,Red,1,0
LHS 707t,272805,High,High,Medium,High,Red,2,0
HR 4518z,273606,Medium,High,High,Medium,Red,0,0
Gliese 9623d,300878,Low,Low,Low,Low,Yellow,6,1
HD 8854x,330795,Low,Low,High,Low,Yellow,4,1
HR 4212z,306556,High,High,Low,High,Red,6,0
KELT-8815b,269920,Low,High,High,Low,Red,1,0
LHS 3937a,285949,High,High,High,High,Blue,1,0
WASP-8783b,285819,Medium,High,High,Medium,Blue,3,0
Ross 4920w,338505,Low,Low,Low,Medium,Yellow,1,1
HR 9600o,269146,High,High,High,High,Yellow,8,0
WASP-6570l,312853,Low,Medium,Low,Medium,Yellow,6,1
K2-2618h,269154,High,Low,High,High,Red,2,0
Gliese 1169f,285806,Medium,Low,Low,Medium,Red,4,1
HR 3056w,339977,Low,Medium,High,Low,Yellow,0,1
Ross 6960k,271895,High,High,High,Low,Red,6,0
HR 7930k,331413,Low,High,Low,Low,Yellow,8,1
KELT-2523g,316952,Low,High,Low,Low,Red,4,1
Kepler-9922j,285703,High,Medium,Medium,Low,Red,2,0
KELT-5288e,307272,Low,High,High,Low,Red,3,0
TRAPPIST-8547h,335119,High,Medium,High,High,Yellow,4,0
Gliese 866k,310709,Low,High,Low,Low,Yellow,4,1
HR 5885z,266459,High,High,Low,High,,0,0
TRAPPIST-9628k,292246,Low,Low,High,High,,5,0
WASP-1986k,307800,High,High,Medium,High,Red,2,0
Kepler-1755y,337965,High,Low,High,High,Red,0,0
HD 8522o,274954,Low,High,Medium,Low,Yellow,2,1
TRAPPIST-1516t,281218,High,High,High,High,Red,1,0
HD 2186x,284900,High,High,Low,High,Red,6,0
LHS 4431q,308240,High,Medium,Medium,High,Red,4,0
K2-3044z,274777,High,Low,High,High,Red,0,0
HR 4304g,303964,High,Low,High,Low,Yellow,4,1
Kepler-8204w,296409,Low,Medium,Medium,High,,0,0
Ross 8098u,303980,Low,High,High,High,Red,4,0
HR 6180l,283105,Low,High,High,High,Blue,7,0
K2-4354m,319223,Low,Medium,High,High,Blue,6,0
K2-6721w,278068,Low,Low,Low,Low,Yellow,0,1
HD 3425t,267015,Low,Low,Low,Low,Yellow,5,1
Gliese 2443l,280274,High,Low,High,Low,Red,5,0
HD 419j,286859,Low,High,High,High,Red,7,0
HD 6538h,282922,High,Medium,High,High,Red,8,0
Kepler-4764m,307853,High,Low,Medium,High,Blue,6,0
Kepler-9776k,311439,High,Low,High,Medium,Red,4,0
K2-4265t,272172,Low,High,Low,High,Yellow,5,1
KELT-6224s,302553,Medium,Low,Low,Low,,5,1
K2-5912e,301738,High,High,Low,High,Red,4,0
Kepler-421o,310375,Medium,High,High,Low,Yellow,0,1
K2-6339a,276756,High,High,Low,Medium,Red,0,0
KELT-8461q,325091,High,High,Medium,High,Red,5,0
HD 2868n,292689,High,Low,High,High,Yellow,5,0
Ross 7122y,320399,Low,Medium,Low,High,Red,7,1
WASP-618e,283164,High,Medium,High,High,,4,0
Kepler-9039j,269758,Low,High,High,High,Red,5,0
LHS 6791y,323525,Low,Low,Low,High,Yellow,4,1
Gliese 2612d,306248,High,High,High,High,Red,1,0
Gliese 3535h,329552,Medium,High,Low,High,Red,3,0
HR 1549z,305773,High,High,High,High,Red,6,0
HR 571p,287711,Medium,High,High,High,Red,1,0
Ross 9058j,331659,High,High,High,High,Red,6,0
KELT-4475z,308171,Low,Low,Low,Low,Yellow,6,1
KELT-9019r,273961,Low,Medium,High,Medium,Red,6,0
HR 1289b,293168,High,High,High,High,Yellow,7,0
HD 8780j,289797,High,High,High,High,Yellow,4,0
Ross 9711a,281474,High,High,High,High,Red,7,0
TRAPPIST-1519j,310937,Medium,High,High,High,Blue,5,0
LHS 2398g,282587,Low,Low,Low,Medium,Yellow,8,1
KELT-1679p,288723,High,High,High,High,Red,4,0
Gliese 5561h,266035,Low,Low,Low,Low,Yellow,7,1
WASP-5981p,285351,Medium,Medium,High,High,Red,6,0
HR 1079i,314869,High,High,High,Low,Blue,0,0
K2-5525f,270569,High,High,Low,High,Red,0,0
WASP-2011d,305245,High,High,Low,High,Blue,4,0
Kepler-1603s,290138,Low,High,High,Medium,Red,0,0
Kepler-8026o,303395,Low,Low,Low,Low,Yellow,2,1
WASP-883n,317539,Low,High,High,High,Red,0,0
Gliese 8259v,296749,Medium,Low,Low,Medium,Yellow,3,1
Gliese 132b,339680,Low,Low,Low,Low,Yellow,8,1
TRAPPIST-2563i,305468,High,Medium,Medium,Medium,Red,2,0
HR 1630u,318844,Low,High,Low,Medium,Yellow,1,1
LHS 1617i,310152,High,High,High,High,Yellow,6,0
KELT-8282n,276086,Low,High,Low,High,Blue,0,0
LHS 5486t,322911,Medium,High,Low,High,Yellow,5,1
KELT-5981o,310663,Low,Medium,High,Low,Yellow,4,1
Gliese 9526x,295695,Low,High,High,Low,Red,8,0
Ross 2213q,315147,Medium,Low,Low,Low,Red,1,0
KELT-2729m,329361,Medium,Low,Low,Low,Yellow,3,1
KELT-378i,326507,High,Medium,Low,Low,Yellow,4,1
Ross 7744z,287994,High,Low,High,High,Blue,4,0
Kepler-342r,315433,Medium,Low,Medium,Low,Yellow,4,1
WASP-6310p,304599,Medium,High,Low,Low,Yellow,4,1
TRAPPIST-335e,307995,Medium,Medium,Medium,Low,Red,5,1
HD 6512m,304425,Medium,Low,Medium,Medium,Yellow,3,1
Gliese 2158q,273324,Medium,High,Low,Low,Yellow,4,1
Ross 7048m,316978,High,High,High,Low,Yellow,3,1
Gliese 4741f,327772,Medium,High,Medium,High,Red,4,0
Kepler-5452z,266068,High,High,Medium,Low,Red,4,0
TRAPPIST-4756u,314173,High,High,Medium,Medium,Red,2,0
HD 9834j,312836,Low,Low,Low,Low,Yellow,5,1
HD 284a,307116,Low,High,High,High,Yellow,0,1
Ross 6599o,289054,Low,Low,Low,Low,Yellow,8,1
WASP-2147k,267602,Low,Low,High,High,Blue,6,0
Ross 759g,311740,High,High,High,Low,,0,0
KELT-5164z,268589,High,Low,Medium,Low,,4,0
K2-598s,288869,High,High,High,High,Yellow,6,0
Gliese 6204k,301149,High,High,Low,Low,Yellow,0,1
K2-6055d,291891,Low,Low,Low,Low,Blue,6,1
HD 2230z,314475,Medium,Medium,Low,Low,Yellow,8,1
WASP-924s,339373,High,Medium,Low,Low,Yellow,7,1
TRAPPIST-1399u,303696,High,Low,Low,High,Yellow,5,1
Gliese 2483t,318283,Medium,Medium,High,High,Blue,7,0
TRAPPIST-1822a,306465,Medium,Low,Medium,Low,Yellow,1,1
Kepler-8735z,334569,High,High,High,High,Red,8,0
K2-4902r,310426,High,Medium,Low,Low,Yellow,4,1
LHS 295y,272128,High,High,High,High,Red,6,0
TRAPPIST-278h,289363,High,High,High,High,Red,7,0
Ross 6177h,335709,Low,Low,High,Low,,4,1
K2-8493b,305010,Medium,Low,Medium,Low,,0,1
HR 5525b,300387,High,High,High,Medium,Red,1,0
Ross 6831b,315899,Low,Low,Low,Medium,Yellow,7,1
LHS 3996o,319865,Low,Low,Low,Low,Red,6,1
K2-6473l,316070,Low,High,High,High,Blue,1,0
Ross 8460l,312807,High,High,Low,High,Red,0,0
Ross 24k,312325,Medium,Low,Low,High,Yellow,4,1
TRAPPIST-3595x,291570,Medium,High,High,High,Red,6,0
TRAPPIST-2243i,306961,Medium,Low,Low,Low,,6,1
Kepler-1450l,274775,High,High,High,Medium,Red,4,0
TRAPPIST-1376w,310409,High,Medium,Low,High,Red,5,0
K2-5388n,306153,Low,Low,Low,Low,Yellow,4,1
Ross 623n,339714,Low,Low,High,High,Yellow,8,1
TRAPPIST-6267t,337193,Medium,Low,High,Low,Yellow,5,1
TRAPPIST-2823p,309529,Low,Low,Low,Low,Yellow,4,1
HD 6979v,319647,High,High,Medium,High,Blue,2,0
Gliese 2965v,302336,Low,High,Low,Medium,Blue,8,1
HD 566e,279576,Low,Low,High,Low,Yellow,8,1
LHS 320h,331494,Medium,Medium,Low,Low,Yellow,3,1
Ross 4628y,303652,High,High,High,High,Red,2,0
K2-1536j,316494,Low,Low,Low,High,Yellow,4,1
Gliese 8257f,310476,High,High,Low,High,Red,8,0
Gliese 4285t,319025,Low,Medium,Low,High,Red,8,0
LHS 6353q,322167,Low,Low,Low,Low,Yellow,6,1
HD 736k,328455,Low,High,Medium,Low,Yellow,0,1
TRAPPIST-3312p,328108,High,Low,Low,Low,Yellow,8,1
LHS 3909o,285743,Medium,High,Low,High,Yellow,6,0
K2-6280s,280261,High,High,High,High,Red,6,0
HD 8089c,286736,High,High,Medium,Medium,Blue,1,0
LHS 7598n,302886,High,Low,Medium,High,Yellow,1,1
Gliese 1577q,321766,High,High,High,Low,Yellow,1,0
HR 9816v,295664,High,High,Medium,High,Red,0,0
Gliese 4791o,309553,Low,Low,Low,High,Yellow,5,1
KELT-831p,339470,Medium,Low,High,Low,Yellow,7,1
Kepler-2726p,318784,Low,Low,Low,Low,Yellow,7,1
KELT-5215f,305254,Low,Medium,Low,Low,,8,1
K2-2193z,307552,Low,Low,Medium,Medium,Red,5,1
Gliese 5562e,332077,Low,Medium,Medium,Low,Yellow,8,1
KELT-1371c,268860,High,High,High,High,Red,8,0
HD 3418v,308273,High,Medium,High,High,Red,5,0
LHS 7956d,267017,High,High,High,High,Blue,3,0
HD 8828k,266966,Low,Medium,Low,High,Red,4,0
LHS 6611q,268424,Low,Low,Low,Low,Yellow,8,1
KELT-9284e,330416,Medium,Low,High,High,Yellow,5,1
Gliese 1203b,315337,Low,Low,Low,High,Yellow,5,1
KELT-2808d,315710,High,Medium,High,High,Red,4,0
TRAPPIST-7930z,334258,Low,Medium,Low,High,Yellow,8,1
TRAPPIST-9627f,318607,Low,High,Low,Low,Yellow,7,1
TRAPPIST-2707b,306498,High,High,High,High,Yellow,0,0
TRAPPIST-2798p,270064,High,High,Medium,High,Red,6,0
Ross 5509p,321610,Low,Low,Low,Low,,4,1
HD 9921b,284792,Low,Low,Low,High,Yellow,7,1
Kepler-2393w,285862,Low,High,Medium,High,Yellow,2,0
Kepler-5150t,317901,Low,Low,Low,Low,Yellow,6,1
WASP-760f,332385,High,Low,High,High,Red,5,0
KELT-2578t,319664,High,Low,High,High,Yellow,6,1
Ross 6201f,298637,High,Low,Low,High,Red,3,0
HD 5044a,338004,Medium,Low,High,High,Yellow,3,1
HR 5754m,338716,Low,High,Low,Low,Yellow,8,1
WASP-263u,335164,Low,Low,High,Low,Yellow,5,1
TRAPPIST-2277p,311065,Low,Low,Medium,Low,Red,3,1
HD 1031t,314028,Low,High,Low,Medium,Yellow,4,1
LHS 3476u,268938,High,Medium,Medium,High,Red,6,0
Gliese 9581e,312916,Medium,Low,Low,Low,Blue,5,1
HD 7890l,267954,High,High,Low,Medium,Blue,6,0
LHS 8916o,323232,Medium,High,Low,Low,Yellow,8,1
Gliese 4483r,290711,Low,Medium,High,High,Red,5,0
K2-3615g,312028,Medium,Low,Low,Low,Yellow,2,1
Gliese 5825l,323209,Low,High,Medium,Low,Yellow,7,1
K2-7623e,312578,Low,Low,Medium,Low,Yellow,7,1
WASP-3863r,295176,High,High,Low,High,Yellow,5,0
K2-9266u,292933,Medium,Medium,High,High,Blue,4,0
Gliese 3268m,307208,High,High,High,High,Yellow,5,0
Ross 7327e,297528,High,Medium,High,Medium,Red,4,0
TRAPPIST-8349a,268877,High,Low,Low,Low,Yellow,4,1
WASP-9688h,335379,Low,Medium,High,Low,Yellow,8,1
WASP-2996n,336300,Low,Low,Low,Low,Yellow,8,1
K2-5294r,309492,Low,High,Low,Medium,Yellow,4,1
LHS 1107j,265104,High,High,Medium,High,Yellow,3,0
Gliese 641u,327697,Low,High,Low,Low,Yellow,6,1
HD 4814k,312918,High,High,High,Low,Red,4,0
WASP-8264r,306240,High,High,High,High,Blue,0,0
K2-8434y,300400,Low,Medium,Low,Low,,6,1
TRAPPIST-6322d,315180,Medium,Low,Low,High,Red,5,1
Ross 1365n,324715,Low,Low,High,Low,Yellow,5,1
TRAPPIST-9464t,327994,Low,Low,Low,Low,Yellow,5,1
Gliese 724b,317039,Low,Low,Low,Low,Blue,8,1
TRAPPIST-8491c,307812,Medium,High,Low,Low,Yellow,6,1
WASP-9418u,305287,Low,Medium,Low,Low,Yellow,6,1
Ross 9232k,322097,Low,Medium,Low,Low,Yellow,0,1
K2-8705k,268051,High,High,High,High,,5,0
K2-9034w,305546,Low,Low,Low,High,Blue,6,1
Ross 1157o,307850,Low,Low,High,Low,Blue,0,1
K2-7541d,301583,Medium,Low,High,High,Yellow,4,1
Gliese 4916r,336924,Low,Medium,Low,Low,Blue,6,1
WASP-6711b,277028,High,High,High,High,Yellow,1,0
Kepler-1410a,320717,Low,High,High,High,Red,6,0
KELT-242y,278454,High,Low,High,High,Red,8,0
HR 1227a,325444,High,Medium,Low,High,Yellow,0,1
KELT-6973w,307571,High,Low,Low,Low,Yellow,2,1
TRAPPIST-7948k,317979,Low,Low,Low,Low,,8,1
TRAPPIST-1525s,294746,High,Medium,High,High,Red,3,0
K2-4749j,304155,High,Low,Low,Low,Yellow,3,1
HR 3989j,330551,Low,High,Low,High,Yellow,6,1
Gliese 4210l,337715,High,Medium,Low,High,Blue,3,0
LHS 1022h,317326,Low,Low,Low,High,Yellow,8,1
Ross 3656f,315628,Low,Medium,Low,Low,Yellow,7,1
K2-2786c,321838,Medium,Medium,Low,Low,Yellow,7,1
TRAPPIST-1366y,322954,Low,Low,High,Low,Yellow,0,1
Gliese 6841u,332970,High,High,Low,Low,Blue,0,1
TRAPPIST-6086m,307601,Low,High,Low,Low,Yellow,6,1
Gliese 5347v,319585,Low,Medium,Low,Low,Yellow,4,1
Kepler-6966s,314961,High,High,Low,Low,Red,4,0
WASP-1115k,316650,High,Low,High,High,Red,4,0
K2-6216j,303363,Low,Low,High,Low,Red,6,1
Gliese 9767a,330018,Low,Medium,Low,Low,Blue,4,1
Ross 4384y,325468,Low,Low,Medium,Low,,5,1
WASP-2443m,304758,High,High,High,Low,,8,0
WASP-701g,334553,High,Medium,High,High,Red,4,0
KELT-8128m,337592,Low,Low,Low,Low,Yellow,7,1
TRAPPIST-2441d,339307,Low,Low,Low,Low,Yellow,7,1
Gliese 634u,335202,Low,Low,High,Low,Blue,5,1
KELT-1808h,332929,Low,Medium,High,Low,Yellow,8,1
Kepler-9005j,318262,High,Low,Low,Medium,Yellow,5,1
K2-7376i,309949,High,Low,High,High,Blue,0,0
TRAPPIST-5413y,329583,Low,Medium,Low,High,Yellow,5,1
LHS 4617e,326615,Low,High,Medium,Medium,Blue,5,1
Kepler-4267j,280879,Medium,Low,Low,Low,Yellow,1,1
WASP-2779m,279283,High,High,Medium,Low,Red,1,0
HD 4999d,316082,Low,High,Low,High,Red,8,0
LHS 4090z,301360,Low,High,Low,Low,Yellow,5,1
WASP-6500y,310245,High,Low,High,Low,Yellow,4,1
KELT-5497d,324857,Low,High,Medium,Low,Red,4,0
Ross 1449y,306716,Low,High,Low,Low,Yellow,6,1
LHS 684l,312207,Low,Low,Low,Low,Yellow,4,1
KELT-5131b,302288,Low,High,Low,Low,Yellow,7,1
HD 9086v,319783,Low,Low,Low,Low,Yellow,6,1
WASP-7301v,287952,Low,High,Low,Low,Yellow,5,1
K2-6723q,288464,High,High,High,High,Red,5,0
HR 4925a,311155,Medium,Medium,Low,Medium,Red,5,0
HD 6358l,307952,High,Medium,High,High,Red,2,0
Ross 26q,319212,Low,Low,Low,Low,Yellow,5,1
HD 4205a,290873,High,High,High,High,Red,1,0
WASP-5512s,324758,Low,Medium,Low,Low,Yellow,6,1
HR 8454c,323522,Medium,Low,Low,Medium,Yellow,2,1
Gliese 835o,293942,Low,High,Medium,Medium,Red,0,0
TRAPPIST-3387b,334601,Low,Low,Low,Low,Blue,6,1
KELT-1419m,310783,Low,Low,Low,Medium,Blue,3,1
WASP-1237n,327167,Low,Medium,Low,Low,Yellow,0,1
LHS 9162g,335358,Low,Medium,Low,Low,Yellow,7,1
HD 109m,280608,High,High,High,High,Red,3,0
LHS 9351i,271494,High,Medium,High,High,Blue,2,0
Gliese 4336s,313431,High,Medium,High,Medium,Blue,6,0
Gliese 7523v,275769,Medium,High,Low,High,Red,4,0
KELT-5993z,325395,Medium,Low,Low,Low,Yellow,6,1
HD 67m,323311,High,Low,High,High,Blue,4,1
TRAPPIST-6116k,277285,Medium,High,High,High,Red,8,0
HD 3776f,309848,Low,High,High,High,Yellow,4,0
WASP-8493s,308962,Low,High,Low,Low,Yellow,6,1
KELT-2653j,330207,Low,Low,Low,Low,Yellow,3,1
HR 6269i,329823,Low,Low,High,High,Yellow,8,1
HR 8743z,269937,High,Medium,High,High,Red,4,0
HD 2704g,285090,Low,High,High,Low,Red,7,0
TRAPPIST-2354k,272320,High,High,High,High,Red,7,0
Kepler-2872d,318925,High,Medium,High,High,Red,5,0
HR 3302e,285240,High,High,High,High,Red,7,0
K2-1426g,317317,Low,Low,Low,Low,Yellow,8,1
LHS 9599s,311877,Medium,Medium,High,High,Red,4,0
KELT-8022h,312351,High,Medium,High,Low,Red,5,0
LHS 1639w,304303,Low,Low,High,Low,Yellow,5,1
Kepler-4641w,335964,Low,Low,Low,High,Blue,5,1
LHS 3826l,289758,High,High,High,High,Yellow,6,0
Ross 9128t,336903,High,Low,Medium,Low,Yellow,8,1
LHS 7129j,314771,Low,Medium,Low,High,Yellow,3,1
TRAPPIST-634p,294173,High,High,High,High,Red,2,0
Gliese 3438w,289423,Low,Medium,High,High,Red,6,0
Ross 1008d,317727,Low,Low,Low,Low,Blue,1,1
WASP-9284z,284841,Medium,High,Medium,High,Red,5,0
TRAPPIST-9459w,335041,High,High,High,Medium,Red,8,0
LHS 1140s,284890,Low,High,High,Low,Red,0,0
WASP-8015z,317445,Low,Low,Low,Low,Yellow,5,1
KELT-4724n,267518,High,Medium,High,High,Red,3,0
TRAPPIST-6769u,265055,Medium,Medium,Medium,Low,Yellow,6,1
K2-5665n,312652,High,High,High,Low,Blue,2,0
K2-3980r,309881,Low,Medium,Low,Low,Yellow,7,1
LHS 5368h,310244,Low,High,High,High,Yellow,4,0
KELT-7241p,305796,High,High,High,High,Red,4,0
KELT-5538x,283147,High,High,Medium,High,Red,6,0
HR 5023q,338733,Low,Medium,Low,Low,Blue,4,1
Kepler-4933f,316721,High,High,Low,Medium,Red,1,0
TRAPPIST-8374g,319995,Low,Low,Low,Low,Red,7,1
TRAPPIST-7006y,302565,High,Low,High,High,Blue,5,0
LHS 3745s,282518,High,Low,Low,High,Red,3,0
WASP-8084h,325393,Low,Low,High,Low,Yellow,4,1
LHS 9218o,319013,Low,High,Low,Low,Yellow,8,1
K2-277h,274636,High,Medium,High,Low,Blue,1,0
TRAPPIST-9270n,320334,Low,Low,Low,Low,Yellow,2,1
Ross 6990u,298834,High,High,High,Low,Red,3,0
Kepler-5980j,319593,Low,Low,Low,Low,Red,3,1
K2-7546x,277551,High,High,High,High,Red,0,0
WASP-4603b,283791,Medium,Low,High,High,Red,1,0
HR 6207z,316300,High,High,High,High,Red,2,0
K2-5877y,303009,High,Low,Medium,Low,Yellow,5,1
TRAPPIST-5097b,320298,Medium,High,Low,Low,Blue,6,1
LHS 822z,321203,Low,Medium,High,High,Red,8,0
TRAPPIST-8820l,287798,High,Low,High,High,Red,2,0
TRAPPIST-3439s,293101,High,Medium,High,Medium,Red,6,0
Kepler-5021k,331971,High,Low,Low,High,Red,7,1
KELT-952f,293899,High,High,High,High,Blue,1,0
HD 7505t,268074,High,Low,Medium,High,Blue,8,0
HD 3100g,326704,Low,Low,Low,Low,Yellow,5,1
Kepler-4464h,309342,Medium,High,High,High,Red,3,0
HD 3095z,304255,High,Low,High,Medium,Yellow,4,1
HR 629g,299409,High,Low,High,Medium,Red,1,0
WASP-7085d,271119,High,Low,High,High,Red,1,0
WASP-8238x,268146,Medium,High,High,Low,Yellow,1,0
WASP-721z,316227,Medium,Low,Low,Low,Yellow,6,1
WASP-2289k,298943,High,Medium,High,High,Red,6,0
HD 7574a,316005,Low,High,High,Low,Yellow,8,1
Gliese 2579i,308459,High,High,High,High,Yellow,5,0
LHS 4269c,279380,High,Medium,High,Medium,Red,3,0
HR 539m,330541,Low,Low,Low,Low,Yellow,2,1
HD 463t,314251,Low,High,Low,High,Yellow,7,1
Kepler-740b,311286,High,High,High,Low,Red,0,0
KELT-7606p,301251,High,Medium,High,High,Yellow,4,0
Ross 4958e,315926,Low,Low,Medium,Medium,Yellow,5,1
Kepler-4587m,270551,High,High,High,High,Red,0,0
K2-5915n,300434,High,High,Low,Medium,Blue,4,0
Ross 8482k,309458,High,High,Low,Medium,Yellow,7,1
LHS 8543p,331684,Low,High,Low,High,Yellow,6,1
K2-8316j,314854,High,Medium,High,Low,Yellow,4,1
WASP-4125n,293409,High,Low,High,High,Red,3,0
Kepler-8293c,311212,Medium,Low,Low,Low,Yellow,8,1
LHS 1606v,269824,Low,Medium,Low,High,Yellow,6,0
WASP-516m,313492,High,Low,High,High,Yellow,6,0
Kepler-1818f,303348,Low,High,Low,Medium,Yellow,3,1
Ross 2677v,336496,High,High,Low,High,Yellow,0,1
Gliese 8793m,339450,Medium,Low,Low,Low,Yellow,6,1
Gliese 9348h,271896,High,High,High,Low,Yellow,4,0
Gliese 7465r,302196,Low,Medium,Low,Low,Yellow,8,1
KELT-4082p,303853,Low,Low,High,Low,Yellow,4,1
Gliese 4673x,285719,Low,Medium,Low,High,Red,4,0
K2-8388m,290907,Low,High,High,High,Blue,0,0
KELT-4036d,333227,Low,Low,High,High,Yellow,5,1
HR 2786g,270081,High,High,High,Medium,Yellow,5,0
HD 7380u,284841,Medium,High,Low,High,Blue,4,0
TRAPPIST-9254m,319216,Medium,High,High,Medium,Red,5,0
HD 994f,333418,Low,Low,High,Medium,Red,3,0
Gliese 4567t,295158,High,High,Low,High,Red,7,0
TRAPPIST-3044k,308409,Medium,Low,Low,Low,Yellow,6,1
HR 7567t,288204,Low,Low,Low,Low,Yellow,6,1
Ross 7153b,281237,Low,Low,Low,Low,Yellow,6,1
Kepler-926w,287354,Low,Low,High,Medium,Red,3,0
LHS 4063k,338311,Low,Low,Low,Low,Yellow,6,1
WASP-916p,300387,High,Low,High,High,Red,4,0
Ross 2043c,330517,High,High,Low,High,Blue,0,0
HR 3732s,292812,Low,High,High,Medium,Yellow,7,0
TRAPPIST-5779x,314729,High,Low,High,Low,Red,6,0
WASP-2124n,277069,High,High,High,High,Red,6,0
HD 2294d,286421,Low,Low,Low,Medium,Yellow,6,1
TRAPPIST-3034m,273987,High,High,High,High,Red,4,0
LHS 1592r,313626,High,High,High,High,Yellow,6,0
TRAPPIST-7466x,267501,High,Medium,Medium,High,Red,3,0
Kepler-7985t,320081,High,High,High,Low,Red,4,0
KELT-8791j,283090,High,High,High,High,Yellow,4,0
K2-1980d,307135,Low,Low,Medium,Medium,Yellow,8,1
K2-8703s,308270,High,High,High,High,,8,0
LHS 6546l,273574,High,High,Medium,Low,Red,1,0
LHS 7920n,298497,Low,High,High,Medium,Red,7,0
Ross 4690g,307267,Low,Low,High,Low,Red,5,1
HR 9339r,317032,High,Low,Medium,Medium,,8,0
TRAPPIST-9350d,307933,High,Low,Medium,High,Red,8,0
Kepler-7780v,307809,Low,Low,High,High,Red,4,0
KELT-8435y,304565,High,Medium,High,Low,Blue,6,0
TRAPPIST-959f,291213,Low,High,Medium,Low,Yellow,7,1
Ross 9292a,270864,High,High,High,High,Red,5,0
HD 6212q,306357,Medium,Medium,High,High,Yellow,7,0
LHS 4409h,301644,Medium,Medium,Low,Low,Yellow,5,1
K2-7207y,294123,High,High,Low,Low,Blue,5,0
K2-5510p,310678,High,High,High,High,Red,6,0
KELT-9051n,303879,Low,Low,Low,Low,Yellow,4,1
TRAPPIST-8725b,336922,Low,Low,High,Low,Red,2,0
LHS 4050a,291621,High,High,High,Low,Blue,2,0
KELT-2526z,319242,Low,Low,High,Medium,Yellow,3,1
HD 7724r,284119,High,High,High,High,Blue,2,0
WASP-2084j,290081,Medium,Medium,High,High,Yellow,3,0
Gliese 1026g,273175,High,Medium,High,Low,Red,4,0
HR 3491e,315943,Low,Low,Low,Low,Yellow,4,1
HR 7273o,332934,Low,Low,Low,Low,Yellow,3,1
HR 3101g,309596,Low,High,Low,Medium,Blue,8,1
Gliese 6272m,315723,Low,Low,Low,Low,Red,4,1
KELT-2991f,280668,High,High,Low,High,Red,4,0
Gliese 7850i,292461,High,High,Medium,High,Red,3,0
K2-2213m,306204,High,High,High,High,Yellow,4,0
Gliese 3152a,311641,Medium,Low,High,Low,Blue,5,1
HD 928j,317490,Medium,High,High,High,,6,0
HR 404n,289374,Medium,Medium,Low,Low,Yellow,8,1
Kepler-1923t,337882,Low,Low,High,Low,Red,7,1
Kepler-4197s,324517,Medium,Low,High,High,Yellow,7,1
TRAPPIST-5031d,311196,High,High,High,High,Red,6,0
TRAPPIST-5990i,313731,High,High,High,High,Red,4,0
K2-2644o,310463,Low,High,High,Medium,Yellow,7,1
K2-9789h,283586,High,Low,Medium,Medium,Red,3,0
TRAPPIST-7862b,291837,High,High,High,High,Red,1,0
WASP-1069g,313973,High,High,Low,High,Blue,5,0
K2-4912b,300167,Low,Medium,Low,Low,Yellow,7,1
WASP-6805k,298997,High,High,High,High,Red,0,0
HD 4891y,284497,High,Medium,High,High,Red,0,0
Gliese 9722i,334454,Low,Low,High,Low,Yellow,8,1
