Weight,Front Claws,Pupillary Distance,Hair Color,Ear Shape,Length,Grizzly
246,2.2,13,Light Brown,Broad,9.3,No
414,9.1,7.3,Blond,Pointed,8.2,No
480,6.4,11.1,Cinnamon,Rounded,8,Yes
310,3.5,8.3,Blond,Broad,5.7,No
322,2.4,7.6,Dark Brown,Pointed,9.7,No
385,6.9,10,Black,Broad,8.3,Yes
245,3.6,7.8,Light Brown,Broad,5.1,No
282,2.6,8.1,Blond,Rounded,9.5,No
208,5.8,12.9,Blond,Broad,7.8,No
233,3.1,14.5,Dark Brown,Broad,5.1,No
232,2.5,9.8,Light Brown,Broad,8.4,No
382,8.7,16.4,Cinnamon,Broad,6.3,Yes
318,2.9,11.2,Black,Broad,8,Yes
304,4.8,8.4,White,Pointed,9.5,No
478,7.7,13.3,Black,Broad,11.8,Yes
345,6.2,7.1,Black,Rounded,10.9,Yes
330,1.8,11.9,Light Brown,Broad,8.5,No
319,5.2,12.8,Black,Broad,8.5,Yes
300,5.2,8.5,Dark Brown,Pointed,9.3,No
297,7.6,8,Light Brown,Broad,8.7,No
352,1.3,14.4,Cinnamon,Broad,8.7,Yes
401,5.3,12.8,White,Rounded,9.7,Yes
474,8,17.9,White,Broad,8.9,Yes
335,2.9,7.2,Black,Broad,7.8,No
356,7.2,16,Black,Rounded,8.2,Yes
450,4.9,14.3,Cinnamon,Rounded,9.5,Yes
222,1.5,7.8,Black,Pointed,9.8,No
352,5.9,14.9,Cinnamon,Broad,8,Yes
367,4.8,7.8,Cinnamon,Rounded,9.2,Yes
496,8.6,9,Cinnamon,Rounded,9.8,Yes
420,8.5,12,Black,Rounded,10.6,Yes
454,9.6,15.4,White,Rounded,9.1,Yes
425,5.3,12.3,Black,Rounded,9.8,Yes
283,3.9,9.6,Dark Brown,Broad,11.7,No
338,9.6,13.9,White,Broad,8.7,Yes
340,8.3,11.8,Dark Brown,Pointed,9.9,No
317,3.9,11.8,Black,Rounded,9.4,Yes
452,8.8,14.8,White,Rounded,11.7,Yes
381,8.5,14.8,Cinnamon,Broad,10.8,Yes
350,3.2,11.4,Blond,Broad,5.3,No
261,4.5,13,Dark Brown,Broad,7.2,No
349,1.1,10.7,Light Brown,Broad,5.9,No
397,4,11,Dark Brown,Rounded,10.5,Yes
225,5.4,11.5,Blond,Broad,7.8,No
345,3.6,11.7,White,Rounded,9.7,Yes
426,5.9,16.5,Cinnamon,Broad,8.1,Yes
401,5.1,16.1,Light Brown,Broad,9,Yes
260,7.9,13.4,Light Brown,Pointed,8.3,No
302,3.7,9.5,Light Brown,Broad,5.6,No
353,1.2,11.9,Blond,Pointed,6.8,No
337,1.3,11.8,Light Brown,Pointed,5.6,No
223,5.4,15.2,Dark Brown,Broad,9.1,No
454,8.5,14.9,White,Broad,11.1,Yes
236,7.3,8.6,Light Brown,Rounded,9.5,No
442,7.5,7.8,Black,Rounded,10.2,Yes
209,1.5,9.7,Blond,Broad,5.1,No
358,6.8,11.5,White,Broad,9,Yes
491,6,17,Cinnamon,Rounded,6.8,Yes
448,5.8,13.8,Cinnamon,Broad,10.9,Yes
498,1.3,9.9,Light Brown,Broad,9.8,No
271,2.7,11.2,Dark Brown,Broad,8.3,No
366,7.6,14.7,Black,Broad,8.8,Yes
469,7.6,14.9,White,Broad,8.9,Yes
227,4,10.7,Light Brown,Broad,7.1,No
438,4.3,15.9,Cinnamon,Broad,9.9,Yes
232,1.2,12.9,Cinnamon,Pointed,6.8,No
446,3.8,14.8,White,Rounded,9.9,Yes
232,5.6,10.7,White,Pointed,9.3,No
371,6.6,15,White,Broad,11.4,Yes
459,5.1,12.6,Black,Rounded,8.1,Yes
355,6.1,11.2,Black,Rounded,5.5,Yes
454,5.4,11,White,Broad,5.7,Yes
385,2.6,17.7,White,Pointed,11.1,Yes
385,9.5,11,Cinnamon,Broad,8,Yes
327,7.8,12.8,Black,Broad,9.2,Yes
336,6.4,7.3,Dark Brown,Rounded,6.3,No
275,5.9,17,White,Broad,9.5,Yes
249,3.1,17.6,Light Brown,Pointed,9,No
343,8.1,11.8,Black,Broad,9,Yes
331,3.2,11.7,Blond,Broad,9.1,No
480,3.3,10.1,Dark Brown,Pointed,8,No
299,5,12.8,Black,Rounded,10.3,Yes
314,9.8,14.1,Black,Rounded,11.9,Yes
206,7.1,11,Black,Rounded,8.7,Yes
248,1.7,11.4,Dark Brown,Pointed,5.7,No
255,6.4,12.7,Cinnamon,Pointed,6.6,No
331,1.4,8,Light Brown,Broad,9.8,No
350,4,9.1,Light Brown,Rounded,9.6,No
215,2.9,9.2,Dark Brown,Rounded,6.6,No
305,4,17.9,White,Rounded,11.1,Yes
316,9.8,10.7,Light Brown,Pointed,8.6,No
212,8.6,12.1,White,Broad,10.9,Yes
336,2.1,11,Light Brown,Pointed,9.3,No
205,9.7,13.9,White,Rounded,11.9,Yes
499,7.4,12.5,Cinnamon,Broad,9.1,Yes
296,3.9,12.7,Light Brown,Pointed,6.1,No
450,9.4,15.1,Black,Rounded,10.8,Yes
380,2.6,13.7,Black,Rounded,11.3,Yes
268,6.6,13.1,Cinnamon,Pointed,9.1,Yes
358,4.4,16.1,Light Brown,Pointed,5.8,No
424,3,16.6,Light Brown,Broad,10,No
332,5.2,16.4,Black,Rounded,8,Yes
373,7.6,14.7,Black,Broad,8.1,Yes
251,8.3,13.9,White,Rounded,11.3,Yes
349,5.1,8,Light Brown,Broad,9.1,No
425,5.6,15.8,Black,Broad,8.5,Yes
317,4.1,10.9,Light Brown,Broad,8.9,No
308,1.4,12.6,Blond,Pointed,10.8,No
313,4.5,7.6,Light Brown,Pointed,6.4,No
295,5.1,15,Black,Rounded,10.7,Yes
427,7.1,13.1,White,Rounded,11.9,Yes
327,2.1,13.3,White,Rounded,10.8,Yes
342,4,15.6,Dark Brown,Rounded,7.8,No
412,4.5,10.9,White,Pointed,9.7,Yes
369,9.4,12.9,Black,Broad,8.9,Yes
449,8.4,7,White,Rounded,8.9,Yes
213,4.4,16.4,White,Broad,9.2,No
338,5.5,17.1,Light Brown,Rounded,7.4,No
395,9.7,15.1,Black,Rounded,8.6,Yes
285,1.1,11.2,Blond,Broad,7.2,No
340,9.7,18,Cinnamon,Rounded,10.9,Yes
373,6.8,12.2,Blond,Pointed,9.5,No
363,1.2,17.9,Black,Broad,11.2,Yes
368,5,17.6,Cinnamon,Rounded,11.3,Yes
315,9.4,16.7,Blond,Broad,8.8,No
481,3.8,11.3,Cinnamon,Pointed,6.3,No
401,7.9,9.3,Black,Broad,9.2,Yes
347,1.6,12.1,Light Brown,Pointed,9.7,No
319,1.8,11.9,Light Brown,Pointed,6.6,No
239,5.2,11.2,Light Brown,Pointed,8.2,No
332,4.6,7,Dark Brown,Broad,5.1,No
326,8.3,16.8,Blond,Rounded,8,Yes
458,2.3,13.6,Dark Brown,Pointed,9,No
230,2.9,12.5,Light Brown,Pointed,6.1,No
272,3.3,13.6,Dark Brown,Broad,8.9,No
258,3.4,11.2,White,Pointed,9,No
495,2,16.3,Dark Brown,Broad,11.1,Yes
426,6.1,14.2,Dark Brown,Pointed,10.1,No
443,1.6,11,Light Brown,Pointed,8.8,No
312,1.5,11.6,White,Broad,8.2,Yes
488,1.6,13.8,White,Rounded,9.8,Yes
369,1.3,8.3,Light Brown,Broad,5.3,No
270,1.7,11.9,Light Brown,Broad,6.6,No
317,6.3,14.7,Cinnamon,Rounded,9.8,Yes
210,4.4,9.2,Cinnamon,Rounded,10.1,Yes
342,9.8,16.4,White,Pointed,9.8,Yes
279,3.7,10.2,Light Brown,Pointed,6,No
289,2.3,8.8,Dark Brown,Broad,8.4,No
311,6.2,10.5,Black,Broad,8.3,Yes
273,1.7,14.4,Dark Brown,Pointed,9,No
311,1.7,12.8,Light Brown,Broad,7.7,No
343,3,12.3,Blond,Broad,9.9,No
268,3.6,12.2,Black,Rounded,8,No
314,2,14.1,Blond,Pointed,9.3,No
207,1.5,11.8,Blond,Pointed,5.8,No
301,1.9,14.1,Light Brown,Pointed,6.8,No
499,5.9,16.3,Cinnamon,Rounded,8.7,Yes
339,2.5,8.2,Blond,Broad,6.6,No
281,6.8,12,White,Rounded,9.5,Yes
366,4.4,16.3,Blond,Pointed,9.3,No
350,2.7,11.6,Light Brown,Pointed,8,No
307,1.2,12.3,Cinnamon,Rounded,9.3,No
246,2.8,12.7,Blond,Broad,9.5,No
223,9.6,15.1,Cinnamon,Rounded,11.7,Yes
383,7.8,12.2,Black,Broad,5.7,Yes
485,4.1,9.5,Cinnamon,Pointed,8.2,Yes
346,4.3,14.7,White,Rounded,7.7,Yes
350,9.3,13.3,Black,Rounded,8.8,Yes
500,5.7,15.6,White,Broad,9.1,Yes
332,5.4,16.7,Blond,Rounded,10.6,No
227,4,7,Dark Brown,Pointed,9.8,No
331,1.4,16.4,Cinnamon,Rounded,6.4,Yes
242,7.2,17.1,Black,Broad,11.9,Yes
309,5.3,8.6,Light Brown,Broad,9.6,No
358,4.5,13.4,Cinnamon,Pointed,9.5,Yes
306,6.1,8.3,Light Brown,Rounded,8,No
385,5,15.8,Cinnamon,Broad,11.6,Yes
207,1.9,7.2,Blond,Broad,5.5,No
358,6.7,12.5,Cinnamon,Pointed,7.3,Yes
215,1.7,7.9,Blond,Broad,6.1,No
336,4.5,7.7,Dark Brown,Broad,5.1,No
217,3.7,8.5,Dark Brown,Broad,7.6,No
419,9.1,15.9,White,Pointed,8.5,Yes
373,4.8,9.7,White,Rounded,8.7,Yes
416,4.2,8.7,White,Rounded,8.7,Yes
440,3.7,11.5,Cinnamon,Rounded,7.3,Yes
277,3.5,16.4,Dark Brown,Broad,5.7,No
347,5.1,10,Light Brown,Broad,6.2,No
378,7.6,16.1,Cinnamon,Broad,9.2,Yes
420,8.8,12.7,Black,Broad,11.7,Yes
278,4,9.1,Dark Brown,Pointed,9.6,No
350,9.6,17.9,Cinnamon,Broad,9.9,Yes
263,7.9,13.3,Cinnamon,Broad,10.5,Yes
479,4.6,14.9,Cinnamon,Rounded,9.2,Yes
331,4.3,14.1,Black,Broad,9.1,Yes
277,8.2,14.8,Cinnamon,Rounded,11.6,Yes
312,1.4,12.6,Cinnamon,Pointed,8.5,No
347,7,15.9,Cinnamon,Broad,10,Yes
314,8.1,10.1,White,Broad,10.8,Yes
422,4.2,8.5,Dark Brown,Broad,6.1,No
340,3.6,16.3,Cinnamon,Rounded,9.2,No
273,5.2,10.1,Dark Brown,Pointed,10,No
267,3.5,7.6,Light Brown,Pointed,6,No
256,4.7,10.7,Dark Brown,Pointed,11.8,No
378,8.9,12.5,Cinnamon,Rounded,10.7,Yes
217,2,9.4,Dark Brown,Pointed,9.8,No
386,1.2,13,Black,Broad,12,Yes
277,7.7,9.3,Light Brown,Pointed,6.2,No
370,8.8,7.7,Cinnamon,Broad,8.7,Yes
337,2.2,11.1,Dark Brown,Pointed,8.1,No
405,8.7,13.3,Black,Pointed,8.3,Yes
335,5,12.9,Blond,Rounded,8.6,No
362,4.7,18,White,Rounded,11.7,Yes
201,2,11.2,Light Brown,Broad,5.1,No
206,1.6,9.1,Light Brown,Pointed,7.1,No
402,4,16,White,Broad,9.5,Yes
426,4.5,13.6,Black,Broad,5.5,Yes
267,4.9,16.1,Dark Brown,Broad,6.6,No
349,2.6,11.4,White,Rounded,8.6,Yes
496,3.4,11.1,Black,Rounded,11.1,Yes
329,2.9,10.9,White,Pointed,10.7,No
208,5,14,Cinnamon,Broad,9.7,Yes
302,5.4,16,Black,Broad,11,Yes
201,6.7,11.7,Light Brown,Pointed,9.8,No
435,9.9,7.4,Dark Brown,Broad,8.1,No
404,3.9,15.4,Dark Brown,Pointed,5.1,No
491,3.3,17,Black,Broad,9.2,Yes
218,5.3,8.9,Light Brown,Pointed,11.3,No
414,4.4,10.3,Cinnamon,Broad,9,Yes
257,5.1,10.3,Dark Brown,Broad,8.9,No
433,1.1,17.4,Cinnamon,Broad,8.9,Yes
308,4.9,11,Blond,Pointed,9.5,No
453,7.4,15.9,Black,Rounded,11.5,Yes
217,5.2,12.3,Blond,Pointed,9.2,No
200,2.8,7.6,Light Brown,Pointed,6,No
303,4.7,17.7,Black,Broad,10.6,Yes
339,5,15.7,White,Rounded,10.3,Yes
495,3,17.8,Black,Broad,8.7,Yes
277,8.4,13.5,White,Rounded,8.9,Yes
357,3.1,13.2,Black,Rounded,8.9,Yes
391,9.3,12,White,Pointed,11.9,Yes
273,6.6,17.1,Light Brown,Pointed,9.7,No
234,4.5,8.7,Blond,Broad,9.1,No
436,5.1,14.7,Cinnamon,Rounded,9.6,Yes
399,9.7,8.7,White,Rounded,11.3,Yes
473,8.2,13.1,White,Pointed,9,Yes
221,2.3,12.3,Blond,Broad,8.3,No
315,4.9,16.5,Light Brown,Broad,8.9,No
498,3.7,14.8,Black,Broad,8.8,Yes
310,5.9,16.1,White,Rounded,10.6,Yes
229,8.4,11.3,Cinnamon,Rounded,10.9,Yes
428,8.9,10.3,Light Brown,Broad,6.9,No
210,4,15.9,Blond,Pointed,6.9,No
373,3.9,16.5,White,Pointed,8.3,Yes
265,4.3,11,Dark Brown,Pointed,9.7,No
432,4.3,13.4,White,Broad,10.9,Yes
298,4.5,12.8,Light Brown,Pointed,8,No
239,2.5,8.5,Blond,Pointed,10.3,No
267,2.2,10.1,Light Brown,Broad,6.5,No
498,4.2,10.6,Dark Brown,Broad,5,No
308,4.1,11.4,Light Brown,Pointed,6.8,No
316,1.6,9.1,Dark Brown,Broad,7.3,No
431,6.5,10.8,Light Brown,Pointed,9.7,No
225,2.8,8,Light Brown,Pointed,5,No
348,5.9,11.8,Black,Broad,11.1,Yes
466,4.3,12.8,Cinnamon,Pointed,8.1,Yes
218,4.4,9.5,Blond,Rounded,9.6,No
307,4.2,8.1,Blond,Broad,8.9,No
350,5.5,13.5,Black,Broad,6.8,Yes
390,6.6,7.3,Black,Broad,11.4,Yes
483,9.8,13.9,White,Broad,7.4,Yes
396,4.3,12.2,Cinnamon,Pointed,8.4,Yes
303,4,10.7,Blond,Broad,8.7,No
255,2.4,10.6,Light Brown,Pointed,9.7,No
467,7.3,9.4,White,Broad,11.6,Yes
234,6.2,13.8,Cinnamon,Broad,8.8,Yes
404,4.3,12,Black,Rounded,9.2,Yes
200,4.7,10.9,Blond,Pointed,9.6,No
236,4.1,12.2,Dark Brown,Pointed,7.5,No
323,9.7,10,Black,Rounded,7.7,Yes
246,1.4,11.8,Blond,Broad,10,No
399,7.7,11.8,Dark Brown,Pointed,9.9,No
401,8,9.2,Cinnamon,Broad,10.2,Yes
324,9.3,10.5,Blond,Rounded,9.8,Yes
290,5.1,12.5,White,Pointed,10.8,Yes
214,3.4,15.8,Dark Brown,Broad,11.6,No
443,9,11.8,Cinnamon,Rounded,11.2,Yes
453,5.7,10.4,Light Brown,Broad,5.3,No
321,1.5,10.4,Dark Brown,Pointed,7.4,No
260,7.8,11.4,Cinnamon,Rounded,9.9,Yes
338,4.8,8,Light Brown,Rounded,12,Yes
478,5.9,17.1,Blond,Broad,8.6,Yes
390,6.9,11.6,Black,Broad,8.8,Yes
479,8,17.3,Cinnamon,Broad,9.7,Yes
230,3.8,10.9,White,Broad,7,No
283,5.9,7.4,Dark Brown,Broad,8.6,No
346,5.1,12.7,Dark Brown,Broad,6.1,No
328,7.7,15.4,Dark Brown,Pointed,6.4,No
294,3.6,9.6,Light Brown,Pointed,6.2,No
209,1.3,8.2,Dark Brown,Pointed,7.9,No
432,8.5,14.5,White,Rounded,6.8,Yes
368,8.2,11,Cinnamon,Rounded,9.5,Yes
346,5.2,14,Black,Broad,10.5,Yes
336,9.9,9.8,Cinnamon,Pointed,10.6,Yes
368,8.5,15.2,Black,Broad,6.9,Yes
334,1.3,11.9,Black,Pointed,7.2,No
328,3.6,13.2,Light Brown,Rounded,11.3,Yes
318,2.6,8.2,Dark Brown,Pointed,7.1,No
344,3.2,8,Dark Brown,Pointed,8.2,No
309,2.4,11.1,White,Broad,8.9,Yes
377,1.8,14.5,Cinnamon,Rounded,8.5,Yes
330,3.2,12.5,Light Brown,Pointed,8.9,No
322,8.1,14.7,White,Pointed,11.2,Yes
427,3.5,12.4,White,Rounded,10.5,Yes
215,6.6,13.2,Cinnamon,Broad,10.4,Yes
493,5.1,11.6,Cinnamon,Pointed,8.9,No
492,9.6,17.7,Cinnamon,Broad,10.8,Yes
258,9.5,12,Light Brown,Pointed,10,No
329,3.5,11,Black,Broad,8.6,Yes
223,5,10.9,Light Brown,Pointed,11.9,No
260,9.5,16.4,Blond,Broad,8.4,Yes
305,3.6,15.5,Light Brown,Pointed,8,No
304,7.3,15.9,Blond,Pointed,11.7,No
245,6.4,12.6,Light Brown,Broad,8,No
386,5.9,12,Black,Rounded,11.1,Yes
458,9.2,12,Cinnamon,Broad,8.5,Yes
342,2.2,12.2,Blond,Rounded,6.3,No
405,8.2,11.3,Black,Rounded,8.3,Yes
322,4.5,18,Dark Brown,Pointed,11.6,No
338,9.2,11,White,Broad,10.6,Yes
287,4.3,16,White,Broad,10.2,Yes
303,6.7,7.2,Blond,Pointed,9.8,Yes
344,3.2,16.4,Dark Brown,Rounded,5,No
249,3.1,14.5,Dark Brown,Broad,9,No
319,2.4,17.3,Dark Brown,Pointed,10,No
318,4.1,17.7,Dark Brown,Broad,5.7,No
468,5,12.7,White,Rounded,9.3,Yes
273,7.6,11.5,Blond,Pointed,7.4,No
440,8.6,11.6,White,Rounded,11.5,Yes
324,5.6,16.5,White,Pointed,10.6,Yes
443,4.1,16.2,Black,Broad,11.4,Yes
235,8.4,11.4,Blond,Pointed,7,No
342,6.2,10.9,Light Brown,Broad,8.5,No
245,1.3,10.6,Black,Broad,8.9,No
417,4.4,11.5,Black,Rounded,9,Yes
313,7.7,7.5,White,Rounded,11.1,Yes
483,9.7,15.4,White,Broad,9.8,Yes
358,4.4,15.1,Black,Rounded,10.5,Yes
273,9.7,17,Light Brown,Pointed,5.7,No
492,7,14,Black,Rounded,8.4,Yes
474,7.7,17.8,White,Rounded,10.8,Yes
305,4,12.3,Blond,Pointed,6.2,No
275,2.9,9.8,Light Brown,Broad,6.7,No
400,4.7,17.4,Cinnamon,Broad,10,Yes
217,6.1,13.4,Dark Brown,Broad,9.4,Yes
356,9.7,13.7,Black,Broad,11.3,Yes
350,9.5,8.1,White,Pointed,8.1,No
377,6.3,8.7,Black,Rounded,9.3,Yes
468,7.8,13.8,White,Pointed,11.1,Yes
346,1.5,9.1,White,Pointed,9.8,No
250,4.3,12.6,Blond,Broad,7,No
316,3.9,8.1,Dark Brown,Broad,6.5,No
309,4,7.5,Dark Brown,Broad,5.4,No
297,4.8,12.5,Dark Brown,Pointed,6,No
315,1.7,8.9,Dark Brown,Broad,5.6,No
222,4.1,13.8,Blond,Pointed,12,No
358,8.6,11.9,Cinnamon,Rounded,10.4,Yes
353,7.5,15.7,Blond,Broad,8.8,Yes
475,5.3,14.8,Black,Broad,9,Yes
266,4,11,Blond,Pointed,8.6,No
229,7.2,11.9,Dark Brown,Broad,9.5,No
454,2.2,12.6,Cinnamon,Broad,11.4,Yes
337,4.2,14.4,Cinnamon,Rounded,10.9,Yes
254,4.6,11.8,Blond,Rounded,8.3,No
260,1.2,12.4,Dark Brown,Broad,6.9,No
359,9.6,14.7,Cinnamon,Rounded,9,Yes
320,8.1,17.2,Cinnamon,Broad,6.4,Yes
467,9.8,11.2,Cinnamon,Rounded,9.2,Yes
432,5.6,15,Cinnamon,Rounded,8.5,Yes
474,6.1,12.3,White,Broad,7.9,Yes
364,6.9,15.5,Dark Brown,Rounded,11.7,Yes
365,4.9,14.9,Blond,Rounded,10.7,No
312,9.8,7,Blond,Broad,8.3,No
357,5.5,11.8,Cinnamon,Rounded,8.2,Yes
265,2.8,11.8,Blond,Pointed,5.9,No
299,1.9,8.3,Cinnamon,Pointed,11.6,No
348,2.1,8.7,Blond,Broad,5.6,No
377,3.6,10.5,Dark Brown,Broad,7.1,No
324,7.7,13.4,Cinnamon,Rounded,9.3,Yes
450,1.4,17.2,Black,Broad,9.8,Yes
336,7.7,10.6,Black,Broad,9,Yes
241,4.2,15,Cinnamon,Broad,5.5,Yes
305,9.8,8.5,Light Brown,Broad,6.5,No
413,8.4,12.1,White,Rounded,5.8,Yes
414,5,17.4,Cinnamon,Rounded,8.6,Yes
490,5.7,8.4,Cinnamon,Rounded,9,Yes
307,4.8,15.3,White,Broad,9.9,Yes
268,4.3,12.8,White,Broad,8.1,Yes
202,5.2,8.4,Blond,Broad,7.1,No
300,2.9,10.9,Blond,Pointed,9,No
364,4.6,13.8,White,Broad,8.5,Yes
380,8.3,12,Cinnamon,Pointed,10,Yes
301,5.4,8.1,Blond,Pointed,7.6,No
257,3.9,12.6,Dark Brown,Rounded,5.2,No
424,2.1,12,Light Brown,Rounded,7.6,No
306,5.2,10.2,Dark Brown,Broad,7.6,Yes
372,2.9,8.8,Dark Brown,Rounded,11.1,No
386,7,11.7,Black,Rounded,8.5,Yes
256,4.1,11.7,Light Brown,Broad,11.5,Yes
349,4.6,16.5,Light Brown,Broad,8.5,Yes
371,2.5,14.9,White,Broad,7.2,Yes
487,8.6,9.6,Black,Broad,10.8,Yes
382,7.3,13.5,Cinnamon,Rounded,11.5,Yes
443,8.7,15.6,Black,Rounded,8.5,Yes
329,8.3,7.5,Blond,Pointed,5.4,No
240,3.1,9.9,Blond,Pointed,7.8,No
321,3.9,9.7,Dark Brown,Pointed,8.2,No
461,5.7,15.2,White,Rounded,10.8,Yes
387,8.4,14.3,Cinnamon,Broad,9.1,Yes
439,8,16.9,Black,Pointed,11.8,Yes
412,4.6,11.6,White,Broad,11.5,Yes
275,9.4,17.3,Blond,Rounded,11.3,Yes
368,6.3,11.7,Black,Broad,9.8,Yes
266,3.6,12.2,Dark Brown,Pointed,9.2,No
313,9.2,7.8,Cinnamon,Pointed,11.7,Yes
214,1.5,8.9,Light Brown,Broad,6.5,No
218,4.8,9.3,White,Broad,9.9,No
266,5.4,9.7,Dark Brown,Rounded,6.1,No
328,2.6,11.4,Dark Brown,Broad,8.7,No
481,3.8,16.6,Black,Rounded,8.3,Yes
271,2.3,8.5,Cinnamon,Broad,8.1,No
339,2.1,13.5,Black,Rounded,8.6,Yes
354,8.8,11.4,White,Rounded,7.7,Yes
456,2.2,9.8,Dark Brown,Pointed,7.1,No
491,4.8,14.2,White,Pointed,11.5,Yes
296,2.7,7.7,Light Brown,Pointed,6.7,No
225,1.8,12.7,Blond,Broad,5,No
487,4.7,16.8,White,Rounded,5.3,Yes
375,5.5,17.4,White,Rounded,11.1,Yes
410,5.1,10.6,Blond,Broad,8.8,No
385,2.5,9.3,Blond,Rounded,7.6,No
421,3,15.3,Blond,Pointed,7.7,No
389,5.4,12.4,Black,Broad,10.7,Yes
455,3.4,11.7,Cinnamon,Broad,8.6,Yes
366,6.7,14.9,Cinnamon,Rounded,9.3,Yes
317,3.1,8.8,Black,Rounded,7.7,Yes
382,9.1,17.9,White,Rounded,6.2,Yes
433,4.1,11.9,White,Broad,8.4,Yes
340,2.7,11.5,Blond,Pointed,8.9,No
465,9.9,10.9,Black,Pointed,11.6,Yes
432,4,11.2,Dark Brown,Broad,7.1,No
417,2,12.4,Light Brown,Broad,9.3,Yes
373,10,17.2,Cinnamon,Rounded,9.3,Yes
388,9.2,11.8,White,Broad,10.1,Yes
248,4.2,11.7,Dark Brown,Pointed,10.4,No
377,4.3,11.2,Cinnamon,Rounded,8,Yes
280,4.7,8.6,Blond,Broad,5.2,No
322,9.1,12.2,Dark Brown,Broad,9.4,No
256,7.1,17.3,White,Pointed,8,Yes
334,7,15.1,Black,Rounded,9,Yes
485,2.7,14,Cinnamon,Pointed,8.2,Yes
339,1.5,15.5,Black,Rounded,10.5,Yes
260,8.8,8.3,Blond,Pointed,10.8,No
358,5.6,12.8,Cinnamon,Rounded,7,Yes
305,4.9,10.4,Dark Brown,Rounded,8,No
493,4,17.3,Black,Pointed,9.9,Yes
253,1.4,11.8,Light Brown,Broad,5.2,No
215,5.5,15.9,Black,Rounded,9.6,Yes
438,1.2,8.9,Light Brown,Pointed,5.2,No
396,5.2,15.7,Black,Broad,11.5,Yes
316,8.9,11.7,Cinnamon,Pointed,10.1,Yes
330,2.7,11.8,Blond,Broad,8.2,No
279,1,10.2,Blond,Pointed,6,No
477,5.1,17.6,Dark Brown,Broad,8.2,Yes
474,2.4,10.8,Blond,Rounded,5.2,No
227,1.7,8.2,Dark Brown,Pointed,9.7,No
263,3.3,11.7,Blond,Pointed,11.9,No
421,6.9,17.6,Cinnamon,Broad,9.5,Yes
383,5.3,14.4,Cinnamon,Rounded,10,Yes
333,1.2,15.7,Cinnamon,Broad,9.3,Yes
365,9.2,15.1,Black,Broad,11.6,Yes
228,6.5,11.4,White,Broad,10.7,Yes
372,5,15.6,Cinnamon,Rounded,9.1,Yes
312,5.6,11.4,Black,Broad,10.3,Yes
414,8.4,16.9,White,Broad,10.3,Yes
479,9.5,15.4,White,Rounded,8.6,Yes
439,6.2,14.1,Dark Brown,Broad,11.9,Yes
336,4.3,12.2,Black,Broad,10.1,Yes
318,3.4,15.9,Light Brown,Broad,7.2,No
446,5.5,12.2,White,Rounded,6.2,Yes
267,9.5,12.9,Blond,Broad,8.5,No
212,2.9,8.7,Dark Brown,Pointed,5.4,No
207,5.1,7.4,Dark Brown,Broad,5.9,No
409,5.4,13.2,Black,Broad,11.3,Yes
260,9.8,17.3,Blond,Broad,10.3,Yes
341,1.5,11.2,Blond,Pointed,9.1,No
447,8,12,White,Broad,10.3,Yes
447,5.4,12.4,Blond,Pointed,6.9,No
456,4.3,16.2,White,Rounded,7.5,Yes
298,1.9,16.2,Light Brown,Pointed,6.3,No
257,6.7,10,Dark Brown,Pointed,9.7,No
368,4.9,16.5,Black,Rounded,10.4,Yes
295,4.9,11.1,Light Brown,Broad,8.6,No
343,1.8,12.9,Blond,Rounded,8.8,No
450,9.4,12.1,White,Rounded,10.2,Yes
253,3.4,12.3,Dark Brown,Broad,6.5,No
348,9.4,9.2,Dark Brown,Pointed,7.1,No
218,5.3,12.2,Blond,Pointed,9.7,No
441,6.9,12.9,White,Broad,9.1,Yes
220,1.7,14,Blond,Broad,8.2,No
222,7.8,8.5,Dark Brown,Pointed,5.7,No
331,2.3,11.5,Dark Brown,Broad,7.3,No
398,6.1,16.8,Cinnamon,Rounded,8.3,Yes
414,6.3,13.6,White,Broad,11,Yes
252,4.1,8.3,Light Brown,Pointed,6.4,No
205,2.8,7.8,Light Brown,Pointed,9.3,No
305,8.1,16.7,White,Rounded,9.3,Yes
245,1.3,12.1,Dark Brown,Broad,9.2,No
348,7.1,14.7,Black,Broad,5.8,Yes
248,2.4,12.1,Blond,Pointed,8.6,No
352,8.9,13.2,White,Rounded,5.8,Yes
291,4,15.3,White,Pointed,9.2,Yes
486,5.1,14.7,White,Rounded,10.3,Yes
340,1.9,11.8,Blond,Broad,5.9,No
407,5.9,12.1,Black,Broad,10.2,Yes
323,5.3,13.8,Light Brown,Rounded,9.9,Yes
247,7.8,13.9,White,Broad,6.5,No
363,4.5,8.5,Black,Rounded,10.7,Yes
334,8.5,12.1,Blond,Broad,5.6,No
478,9,11,Cinnamon,Broad,11.2,Yes
308,9.1,13.2,Cinnamon,Rounded,11.5,Yes
484,4.6,14.8,Black,Rounded,9.3,Yes
316,2.4,7.8,Dark Brown,Rounded,10.2,No
465,1.5,11.2,Dark Brown,Broad,6.7,No
338,5.1,10.6,Blond,Pointed,8,No
266,1.7,7.8,Light Brown,Broad,10.6,No
435,1.5,7,Dark Brown,Broad,8,No
301,5.7,15.2,White,Rounded,9.6,Yes
243,7.4,9.4,Dark Brown,Broad,9.9,No
297,4.5,7.8,Black,Broad,7.6,Yes
255,5.1,10.6,White,Pointed,8.5,No
422,4.2,11.1,Black,Broad,11.5,Yes
