Weight,Front Claws,Pupillary Distance,Hair Color,Ear Shape,Length
334,4.9,7.3,Dark Brown,Pointed,5.6
329,8.3,14,Light Brown,Rounded,9.1
306,8.5,7.4,Light Brown,Rounded,10.5
215,1.2,17.7,Cinnamon,Pointed,10
289,9.3,17.4,Dark Brown,Broad,6.5
406,3.1,10.5,White,Broad,8.3
392,9.1,16,,Rounded,8.7
317,4.2,17,Dark Brown,Rounded,9.2
492,2.4,12.2,White,Pointed,8.6
233,8.2,15,Blond,Rounded,6.7
282,2.4,11.8,Cinnamon,Broad,6.5
339,5.3,15.5,Light Brown,Broad,6
496,1,7.4,Black,Pointed,9.5
353,5,14.8,Black,Broad,9.6
307,4.8,7,White,Pointed,6.3
326,7.7,12,,Rounded,8.2
315,8.8,12.2,Black,Broad,7.5
237,1.2,12,Cinnamon,Broad,10
451,5.3,17.5,Dark Brown,Broad,5.3
348,2.6,17.6,Light Brown,Pointed,6.7
303,7.3,16.1,Dark Brown,Rounded,7.6
368,5.5,12.6,White,Broad,8.7
265,4.5,13.3,Dark Brown,Rounded,11.4
350,3.9,13.9,White,Pointed,11.1
375,9.5,9.4,Cinnamon,Broad,8
364,8.3,12.1,Dark Brown,Broad,8.2
445,2.7,11.5,White,Pointed,10.5
399,5.3,7.9,Cinnamon,Pointed,10.9
425,2.1,11.8,White,Pointed,9.5
443,4.1,11.5,Black,Pointed,8.5
230,9.3,11.6,Light Brown,Rounded,6.9
499,5.3,9.3,White,Pointed,10.8
332,2.1,10.6,Black,Broad,8.1
371,3.4,14.3,White,Pointed,9.4
369,5.2,9,Black,Broad,8.2
405,6.9,12.8,Cinnamon,Pointed,8.9
390,5.5,12.5,Blond,Rounded,8.7
339,7.5,13,Light Brown,Rounded,9
317,5.5,15.8,White,Pointed,9.8
352,4.4,11.2,Blond,Rounded,5.4
308,6.7,15.8,Cinnamon,Broad,7.9
369,7.3,15.4,Blond,Rounded,8.7
323,5.6,13,,Rounded,9.4
409,1.9,17.1,Black,Broad,11.4
304,5.3,11.7,Blond,Pointed,9.8
365,1,12.1,Black,Pointed,8.4
218,4.8,12.1,Black,Broad,8.8
467,1.7,10.6,Cinnamon,Broad,10.3
326,,14.7,Blond,Rounded,8
401,1.8,9.3,White,Pointed,10.6
468,3,15.8,Black,Broad,8.4
334,4.5,12.8,Black,Pointed,11.4
451,4.5,13.6,Blond,Broad,9.1
350,5.5,11.8,Blond,Broad,9.2
315,4.9,8.1,Cinnamon,Broad,10.2
318,1.3,8.7,Black,Pointed,8.7
323,6.8,14.4,Blond,Rounded,5.9
493,4.2,12.5,Cinnamon,Broad,10.5
363,9.2,12.2,Blond,Rounded,6.8
472,,12.6,Light Brown,Rounded,9.2
462,8.4,7.9,Blond,Broad,8.7
355,5.2,10,Dark Brown,Pointed,11.8
465,4.3,11.7,Dark Brown,Broad,8.2
438,4.4,15.2,Cinnamon,Pointed,10.6
269,6.4,15.4,,Rounded,7.2
386,4.4,13.3,Light Brown,Broad,10
311,6.9,14.5,Light Brown,Broad,6.7
456,2.7,12.2,Cinnamon,Broad,11.9
207,7,12.5,Cinnamon,Broad,6.7
319,9.2,15.5,Light Brown,Broad,8.2
260,6.3,13.3,,Broad,9.9
497,1.5,8.7,Cinnamon,Pointed,10
431,5,12.7,Black,Broad,8.3
477,6.8,17.7,Blond,Rounded,7.7
424,3.2,12.1,Cinnamon,Broad,10.8
289,6.7,16.8,Light Brown,Broad,8.8
388,1.5,10.4,Light Brown,Broad,10.3
229,9.6,7.7,Dark Brown,Broad,9.4
319,6.7,12.5,Blond,Rounded,5.1
433,1.3,13.2,Black,Broad,7.8
329,3.5,14.8,,Rounded,7.7
200,6.7,13.7,Light Brown,Rounded,11.2
259,9.8,11.3,White,Broad,11.1
349,9.1,14.3,Light Brown,Broad,8.5
471,6.2,11.8,Light Brown,Broad,5.2
488,3.7,12.1,Black,Broad,10
372,4.2,14.1,Black,Pointed,7.8
327,6.5,15.4,White,Pointed,9.8
351,6,13.9,Blond,Rounded,9.4
482,2.4,8.5,Black,Broad,5.4
369,8.6,16.1,Blond,Rounded,5.5
364,2.5,12.5,Black,Broad,9.9
342,4.6,8.7,White,Broad,11.9
395,9.7,11.8,Light Brown,Broad,8.4
360,7.6,7.3,Cinnamon,Pointed,8.2
464,6.1,9.1,White,Pointed,6.6
244,7.4,15.3,Dark Brown,Rounded,7.5
302,5.2,7.7,Light Brown,Rounded,7.3
334,7.8,14.6,Blond,Broad,8.5
355,9.4,14.6,Light Brown,Rounded,7.1
419,2.2,9.2,White,Broad,5.5
384,4.8,10.9,White,Pointed,10.3
240,4,17.1,Blond,Broad,6.5
361,7.9,10.8,Light Brown,Rounded,5
439,1.7,11.3,White,Pointed,8.9
356,7.5,13.4,,Rounded,6.1
368,5.3,14.6,Cinnamon,Pointed,10.2
387,4.3,8.9,Cinnamon,Broad,9.4
238,1.4,10.6,White,Broad,6.4
443,4.6,12.7,Black,Broad,5.5
433,8,7.5,Black,Broad,9.7
337,5.4,7.6,White,Pointed,9.6
222,4.2,7.2,Blond,Broad,9.1
421,2.6,8.3,White,Broad,6.6
338,4.1,16.8,Dark Brown,Broad,8.9
312,8.6,12.5,Light Brown,Broad,9.2
354,6.7,12.8,Dark Brown,Broad,10.4
327,7,13,Light Brown,Broad,8.1
368,5.2,9.9,Black,Rounded,8.8
393,4,9.3,Black,Broad,6.4
355,4.1,12.8,Blond,Rounded,7.4
319,1.2,12.5,Cinnamon,Pointed,9.6
365,4.6,7,Dark Brown,Rounded,7.5
325,4.9,12.7,Light Brown,Rounded,9.8
394,6.7,12.7,Blond,Rounded,8.1
374,4.6,11.4,,Rounded,9.9
332,3.3,7,White,Broad,8.9
275,4.2,14,Light Brown,Pointed,9.1
343,5.3,13,Cinnamon,Broad,5.8
405,8.4,8.5,Light Brown,Broad,6.1
248,2,13,Light Brown,Broad,5.1
497,2.3,8.3,Cinnamon,Rounded,10.3
286,1.3,7.4,White,Rounded,9.9
253,4.3,17.2,Dark Brown,Rounded,9.4
212,5,12.5,Blond,Broad,5.8
214,2.3,10.5,Cinnamon,Pointed,10.7
360,6.3,16.8,Dark Brown,Broad,6.1
498,1.4,9.5,Black,Pointed,10.5
236,5.9,11.1,Dark Brown,Rounded,8.1
400,4.2,13.7,Black,Broad,11.6
445,8.6,14.2,Light Brown,Rounded,9
320,1.9,11.8,Blond,Rounded,8.5
345,3.1,11.8,White,Broad,10.7
467,1.5,10.1,Black,Pointed,11.2
364,5.8,16,White,Rounded,9.6
372,3.2,16.7,Black,Pointed,5.3
272,9,17,Blond,Broad,7.5
203,6.8,12.3,Dark Brown,Rounded,6.6
303,8.2,11.6,Blond,Broad,7.6
404,4.6,13.8,White,Broad,8.5
410,9.7,8.4,Blond,Pointed,8
300,2.4,12.2,Cinnamon,Broad,8.8
371,7,8.5,Black,Pointed,11.7
355,5.6,15.8,Blond,Rounded,6.1
448,5.6,9.6,Black,Broad,10.2
226,9.7,13.8,Light Brown,Broad,9.7
363,2.1,8.2,Black,Broad,10.3
379,6.7,15.6,Cinnamon,Pointed,10.8
386,9.4,12.5,Dark Brown,Rounded,7.7
356,,16.1,Light Brown,Rounded,9.2
231,8.6,12,Dark Brown,Pointed,6.3
384,8.6,12.6,Black,Broad,8.9
241,2.7,11.4,Cinnamon,Rounded,6.9
287,6.4,13.3,Blond,Pointed,7.7
384,5.5,12.5,Blond,Broad,7.1
376,8.6,11.8,Blond,Rounded,8.4
301,3.2,11.1,Dark Brown,Rounded,5.9
200,8.6,9.9,White,Broad,9.9
404,4.1,14.9,Dark Brown,Broad,9.6
324,,16.5,Dark Brown,Rounded,7.5
437,7.1,7.5,Black,Broad,11.1
500,1.1,8.9,Black,Pointed,9.7
496,2.2,12.2,Black,Broad,8.3
400,2.3,9.9,Black,Broad,6.6
331,7.1,16.3,Light Brown,Broad,6.2
341,4.1,17.3,Light Brown,Broad,5.9
264,3.9,8.3,Cinnamon,Pointed,9
330,4.8,15.2,Black,Broad,8.6
286,8.5,12.6,Light Brown,Broad,5.7
301,6.1,15.4,White,Broad,10.9
374,4.4,14.1,Light Brown,Rounded,6.1
449,3.1,12.8,Black,Rounded,9.1
439,2.1,12.9,White,Pointed,9.7
260,9.8,17.2,Light Brown,Broad,9.6
427,2,9.6,White,Rounded,8
230,5,10.9,Black,Pointed,11.8
228,8.7,12.3,White,Pointed,6.9
429,1.4,13,Black,Pointed,11
482,4.9,7,White,Broad,9.1
363,8.5,7.1,Dark Brown,Rounded,5.5
381,4.6,7.1,White,Rounded,10.5
421,4.2,12.7,Black,Pointed,9.9
393,9.4,13.2,Light Brown,Broad,8.8
250,5.5,8.8,White,Pointed,11.6
483,4.7,13.3,Black,Broad,8.6
486,2.2,7.5,Light Brown,Pointed,8.5
201,3,15.6,Light Brown,Rounded,9.4
489,3,7,Blond,Pointed,10.9
367,9.8,15.6,Blond,Rounded,5.5
313,9.4,10.3,Light Brown,Broad,11.2
230,9.7,15.4,Dark Brown,Broad,5
459,2.4,10.6,Light Brown,Broad,11.9
236,9.8,17.8,Light Brown,Broad,7.2
383,6,13,Dark Brown,Broad,10
208,4.5,16.9,Blond,Rounded,7
301,5.4,12.3,Cinnamon,Broad,9.8
344,7.2,10.8,Dark Brown,Rounded,11.9
354,4.1,13.9,,Pointed,9.3
355,3,12.7,Blond,Rounded,9.4
233,4.9,17,Light Brown,Rounded,5.4
295,1.6,12.2,Cinnamon,Pointed,9.6
401,8.1,16.3,White,Rounded,11.2
319,3.6,14.3,Blond,Broad,7.8
261,4.7,7.2,Blond,Broad,6.5
448,5.5,9.8,White,Rounded,9
389,7.1,12.6,Black,Broad,10.3
434,,14,Light Brown,Rounded,10.9
439,9.8,10.4,White,Pointed,10.6
232,10,16.5,Light Brown,Rounded,8
490,2.9,12.6,Blond,Broad,8.9
358,6.3,11.7,Blond,Rounded,8.7
453,6,10.1,Blond,Broad,5.9
483,1.3,9.9,Blond,Pointed,11.3
362,6.8,17.9,Blond,Rounded,9
441,4,15.1,Black,Broad,11.9
358,2.5,15.2,Cinnamon,Pointed,11.1
313,6.4,12.9,Black,Pointed,11.1
331,6.1,13.3,Dark Brown,Broad,9.7
404,4.9,14.3,Light Brown,Pointed,10.3
395,1.9,8.2,Blond,Rounded,9.3
302,5.3,8.8,White,Broad,8.5
410,4.4,11.9,White,Pointed,10.6
249,4.7,14.1,Blond,Broad,6.1
248,6.7,17.5,Blond,Broad,6.9
408,2.9,9.6,Cinnamon,Pointed,8.5
477,1.6,7.3,White,Pointed,10.3
349,9.8,17,,Broad,6.3
328,5.2,17.8,Blond,Broad,7.3
400,1.5,15.8,White,Pointed,9.4
209,1.1,11,Blond,Rounded,6.6
303,8.1,13.9,Dark Brown,Broad,9.9
205,9.1,12.1,Blond,Broad,5.8
275,5.3,9,Cinnamon,Pointed,9.2
338,1.5,16.7,Dark Brown,Pointed,6.2
492,3.6,9.4,White,Broad,11.5
390,1.3,10.9,Cinnamon,Pointed,9.6
332,3.7,10.2,Black,Rounded,11
284,6.7,12.9,Dark Brown,Rounded,9.5
323,2.8,17,Cinnamon,Rounded,11.1
487,8.8,12.4,Light Brown,Rounded,5
361,4.7,12,Cinnamon,Pointed,9.6
287,3.2,16.1,Light Brown,Rounded,5.2
317,9.4,15.8,Light Brown,Broad,9.9
280,1,9.6,Black,Pointed,11.7
265,9.1,14.1,Light Brown,Pointed,5
254,8.6,11,Blond,Broad,5.8
346,7.9,10.3,Cinnamon,Pointed,9.8
315,7.5,16.4,Dark Brown,Rounded,9.4
333,3.5,8.2,Cinnamon,Pointed,9.2
470,8.5,11.5,Black,Rounded,9.6
375,7.1,10.2,Cinnamon,Rounded,6.5
431,7.5,9,White,Pointed,10.6
366,1.6,7.5,Black,Pointed,5.6
447,9.7,17.1,Dark Brown,Rounded,6.1
433,4.3,16.2,Cinnamon,Broad,10.2
445,4,12.7,Black,Pointed,11.2
283,7,17.3,Blond,Broad,5.6
339,5.8,17.9,Blond,Rounded,8.6
311,5.3,7.2,Light Brown,Broad,10.2
339,3.5,10.3,White,Pointed,8.6
418,1.4,16.1,Black,Broad,9.4
479,2.1,12.1,Light Brown,Broad,9.8
321,4.9,7.7,Light Brown,Broad,9.4
481,5,8.1,White,Pointed,11.3
374,1.1,11.9,Dark Brown,Rounded,6.5
229,,11.5,Light Brown,Broad,8.7
384,4.4,7.9,Black,Broad,10.4
475,4.5,9.6,Cinnamon,Broad,11
411,2.8,10.3,Black,Pointed,8.9
419,3.9,8.6,White,Pointed,10.9
397,6.2,16.9,Blond,Broad,9.3
318,3.2,11.7,Cinnamon,Broad,10.4
471,5,14,Black,Pointed,7.5
397,9.9,16.1,Dark Brown,Rounded,9.1
350,4.1,11.4,White,Broad,9.2
457,5.5,12.7,Dark Brown,Rounded,8
266,,11.3,Blond,Broad,9.3
318,5.9,16.8,Dark Brown,Rounded,7.4
218,6.5,11.4,Blond,Broad,7.1
346,2.6,12.7,White,Broad,9.7
424,5.2,11.7,Cinnamon,Rounded,10.7
292,3.6,13,Blond,Broad,9.2
356,10,17.4,Dark Brown,Pointed,7.8
429,2.8,11.4,White,Pointed,9.9
240,3.9,10.8,Cinnamon,Broad,9.6
350,2.8,12.6,White,Broad,11.9
318,3.2,10.8,Cinnamon,Broad,10
385,4.7,11.9,Blond,Broad,9.5
286,2.1,12.5,Black,Pointed,10.3
257,4,12.9,,Broad,9.3
333,3,12.3,Cinnamon,Pointed,11
450,1.8,8.8,Cinnamon,Pointed,9.5
368,1.6,11.9,Cinnamon,Broad,12
258,5.3,12,Blond,Broad,5.3
305,4.7,16.9,Black,Pointed,6.2
235,7.3,13.2,Light Brown,Rounded,6
321,1.5,17.6,Black,Pointed,11.6
263,8.8,10.9,Cinnamon,Pointed,11.8
262,8.1,16.1,Dark Brown,Broad,5.3
256,4.4,15.2,,Rounded,8.3
337,1.5,9.9,Blond,Pointed,11.4
337,6.9,14.7,,Broad,8.7
365,1.1,10.8,Cinnamon,Broad,9.9
393,2.2,14.5,Cinnamon,Broad,9.4
437,3.1,7.9,Cinnamon,Pointed,8.1
485,5.4,12.3,White,Rounded,10.7
201,4.6,9,Light Brown,Rounded,9.4
204,5.4,16.7,Light Brown,Broad,7.8
493,8.5,11.4,Cinnamon,Pointed,10.1
392,3.4,8.8,Cinnamon,Broad,11.4
254,4.2,7.5,White,Broad,10.5
404,5,10.5,Black,Broad,12
460,7.1,14.5,Blond,Rounded,11.1
215,8.5,11.5,Light Brown,Broad,8.6
418,3,17.9,White,Broad,11
363,8.4,17.3,Light Brown,Broad,9.9
230,3.4,12.6,Blond,Pointed,6.1
325,9.3,7.8,Blond,Rounded,8.8
492,5.1,12.9,Black,Rounded,5.7
469,4.2,7.4,White,Pointed,10.8
270,4.5,12.9,Blond,Rounded,8.2
354,7,11.1,Blond,Rounded,11.9
355,9.7,10.1,Black,Broad,8
399,4.1,12.4,Light Brown,Pointed,9.4
369,9.2,11.8,Light Brown,Broad,5.8
352,5.9,12.2,Cinnamon,Pointed,10.6
394,3.4,10.5,Cinnamon,Broad,10
373,1.2,7,Cinnamon,Broad,8.7
360,1.7,7.9,Blond,Pointed,8.1
347,4.6,9.2,White,Pointed,6.6
341,8.6,11.2,Cinnamon,Rounded,5.9
349,3.2,14.9,Cinnamon,Pointed,10.1
500,4,10.5,White,Pointed,11.2
369,9,16.2,Blond,Rounded,5.9
466,5,11.1,Cinnamon,Pointed,9.2
454,1.9,11.2,White,Pointed,9.8
312,4.1,17.8,Dark Brown,Rounded,9.9
367,7,15.2,Dark Brown,Rounded,9
385,7.1,10.7,Cinnamon,Broad,5.5
350,4.7,17.3,Light Brown,Broad,6.9
355,4.1,16.7,Cinnamon,Rounded,6.5
345,3.3,13.8,Cinnamon,Pointed,9.2
419,7.1,9.5,Light Brown,Broad,5.8
415,4.1,12.4,White,Pointed,9.7
377,6.2,15.5,Dark Brown,Broad,8.3
337,7.2,16.7,Blond,Pointed,5.6
334,2.7,12.7,Dark Brown,Rounded,7.8
325,4.4,11.3,Cinnamon,Broad,9.8
332,3,8.2,White,Pointed,10.3
400,5,12.7,Black,Pointed,11.1
361,9.7,12.5,Dark Brown,Broad,9.4
302,4.5,10.1,Blond,Broad,9.5
393,2.7,12.7,White,Broad,11.4
400,2.3,12.9,Black,Pointed,10.1
430,2.5,7,Black,Pointed,8
409,3.3,13,Black,Pointed,10.6
375,3.6,15.5,Black,Broad,9.2
309,3.3,16.9,Blond,Rounded,9.9
221,9.7,17.9,White,Pointed,8.3
414,1,13,White,Broad,5.9
364,4.6,15.5,Light Brown,Broad,8.3
224,3.5,9.7,Cinnamon,Pointed,8.1
374,5.5,12.1,White,Pointed,11.5
377,5.3,11.5,Cinnamon,Broad,8.8
282,1,13.4,Dark Brown,Rounded,9.3
344,1.4,10,White,Broad,8
383,7.2,16.9,,Rounded,7.2
262,6.4,15.7,Black,Broad,6.2
295,4.4,8.1,Black,Broad,10.1
309,7.1,13.9,Light Brown,Pointed,6.6
341,7.5,16,Light Brown,Rounded,6
383,,16.1,Light Brown,Broad,5.3
341,8.8,9.2,Light Brown,Broad,8.6
461,3.7,11.2,Black,Broad,11.3
289,8.8,17.3,Light Brown,Rounded,8.2
399,4.3,17.7,Light Brown,Rounded,7.6
427,2.5,8.4,White,Broad,8
258,,10.6,Light Brown,Broad,5.7
323,4.3,10,White,Pointed,11
413,1.1,7.6,White,Broad,11.2
487,4.3,17.4,Light Brown,Rounded,5.6
330,5.2,12.4,Light Brown,Rounded,6.9
396,4.9,16.9,Light Brown,Broad,11.3
263,4.8,12,Blond,Rounded,5.2
288,8,16.7,Blond,Rounded,8
365,6.5,14.8,Dark Brown,Broad,7.6
448,1,7.5,Black,Pointed,10.3
313,3.8,17.7,Dark Brown,Pointed,11.5
481,1.4,12,White,Pointed,8.1
271,7,8.3,White,Rounded,7.9
407,9.6,8.3,Black,Broad,11
320,4.5,9.4,White,Pointed,11.6
288,9.9,12.8,Dark Brown,Broad,8.4
414,4.4,9.9,Black,Broad,10.6
459,7.1,17.2,Dark Brown,Broad,8.4
399,7.4,8,Light Brown,Broad,10.1
255,9,11.7,,Rounded,5.3
392,3.4,8.3,Black,Broad,12
350,10,12.4,White,Broad,11.6
361,1.3,9.4,Blond,Broad,5.4
203,4.1,12,Light Brown,Pointed,5.9
212,5.8,16.3,Dark Brown,Pointed,9.9
399,6.4,15.8,Dark Brown,Rounded,6.8
316,6.8,14.7,Light Brown,Rounded,11.3
236,5.9,10.7,Cinnamon,Pointed,6.2
384,10,10,Blond,Rounded,8.1
341,3.6,11.1,White,Broad,8.2
345,7.4,13.6,Light Brown,Rounded,8.1
307,3.7,9.4,Black,Pointed,6.2
400,2.6,12.3,White,Pointed,10.5
258,7.7,13.6,Light Brown,Rounded,9
244,5,12.9,Black,Broad,9.5
381,3.1,7,Black,Pointed,8.5
305,9.2,11,Blond,Broad,11.1
231,6.9,11.5,Dark Brown,Broad,7.4
309,5.2,17.4,Cinnamon,Broad,10.7
345,1.7,15.4,Dark Brown,Broad,11.3
286,4.3,14.1,White,Broad,7.7
244,2.1,12.3,Cinnamon,Rounded,11.5
320,3.3,15.5,Blond,Pointed,11.7
388,1.3,12.5,Blond,Rounded,8.6
224,,12.3,Light Brown,Broad,6.8
344,4,9.2,Light Brown,Broad,11.8
373,7.5,10.1,Blond,Broad,8.2
293,4.1,11.2,Cinnamon,Broad,9
300,5.6,12.7,Dark Brown,Rounded,9.3
478,4.8,13.4,Black,Pointed,8.6
375,7.5,16.4,Light Brown,Broad,7.5
385,5.2,7.2,White,Broad,11.5
338,4.9,12.4,Light Brown,Rounded,8
394,1.6,12.2,Blond,Pointed,7
353,3.6,11.3,Black,Pointed,11.2
317,2.8,9.7,White,Broad,9.7
321,3.8,13.2,Cinnamon,Pointed,6.2
279,7.7,13.4,,Rounded,5.7
485,3.1,10.8,Dark Brown,Broad,10.9
311,7.6,7.1,Dark Brown,Rounded,9.9
325,8.8,13.4,Dark Brown,Broad,8.8
336,3.4,7.6,White,Pointed,7.3
397,1.6,11.9,Cinnamon,Pointed,7.8
471,2.5,10.1,Black,Pointed,9.1
362,4.4,14.1,Dark Brown,Broad,10.8
402,1.9,7.6,White,Pointed,12
227,2.6,10.9,Black,Pointed,8.8
308,4.9,12.9,Blond,Broad,7.8
358,6.2,17.3,Blond,Rounded,9.6
376,3.6,8.5,White,Pointed,11.1
207,4.6,11.9,Dark Brown,Pointed,8.7
259,4.5,15.4,Blond,Rounded,10.8
361,4.4,7.9,Cinnamon,Broad,8.7
374,4.7,8.3,White,Rounded,8.1
488,4,7.6,Black,Broad,11.4
302,5,8.8,Light Brown,Rounded,11.3
307,2.7,17.5,,Broad,11.7
323,2.7,12.2,Cinnamon,Rounded,11
314,8.9,16.4,Dark Brown,Broad,8.8
312,2.7,11.6,Black,Pointed,8.8
404,4.8,8.4,Cinnamon,Rounded,10.2
327,2.5,12,White,Pointed,11
457,6.2,12.3,Black,Broad,8
348,2.1,7.8,White,Pointed,8.9
320,4.8,7.8,Black,Pointed,6.1
360,4.5,12.8,Black,Broad,9.8
334,1.3,7.4,Cinnamon,Broad,11.5
385,2.9,15.2,Cinnamon,Pointed,8.3
301,7.9,13.9,Dark Brown,Pointed,11.6
426,2.1,14.3,Dark Brown,Rounded,7.3
361,3.4,15.2,Light Brown,Broad,7.5
339,5.8,16.8,Light Brown,Rounded,5.3
334,7.7,7.9,Light Brown,Broad,8.4
414,1.5,11.5,Black,Pointed,7.9
292,6,14.8,Dark Brown,Rounded,5.6
395,1.5,11.4,Blond,Broad,6.5
310,3.6,11.3,Black,Broad,8.8
312,3.3,10.9,Cinnamon,Broad,11
255,4,9.2,Black,Broad,6.2
316,8.1,12.7,Dark Brown,Rounded,7.5
350,3.6,11.5,Cinnamon,Pointed,6.8
363,6.5,17.1,White,Broad,8.5
271,1.8,11.9,Black,Pointed,11.6
298,1.5,11.6,Cinnamon,Rounded,11.3
380,3.9,7.6,White,Broad,9.8
374,2.5,10.8,Cinnamon,Pointed,8.1
442,3.5,9.9,White,Pointed,8.1
342,4.2,11.6,White,Rounded,8.5
225,5.9,13,Blond,Broad,9.2
423,5.2,11.9,Black,Broad,10.5
282,8.7,13,Blond,Rounded,7.8
349,1.3,15.1,Blond,Rounded,8.5
387,7.3,12.4,Blond,Broad,7.3
397,1.6,11.6,Black,Broad,10.3
315,9.2,12.3,Black,Pointed,8.3
405,2.4,7.6,Blond,Broad,7.8
413,6.8,14.2,Blond,Rounded,5.3
267,1.6,9.4,Black,Pointed,8.8
478,1.4,13.1,Cinnamon,Broad,9
234,2.9,11.2,Dark Brown,Broad,6.2
389,7.3,13.3,Light Brown,Broad,9.1
363,7.1,14.6,Light Brown,Broad,6.5
493,4.5,9.2,Cinnamon,Pointed,9.6
279,3.6,13.8,Dark Brown,Rounded,8.1
209,1.5,10.9,White,Broad,7
292,3.2,9.5,White,Broad,12
338,4.9,12.4,Black,Broad,6.5
205,5.4,9.9,White,Pointed,11.1
320,5.8,11.2,White,Broad,8
300,4.5,16,Light Brown,Broad,8.8
345,2.6,18,White,Pointed,11.2
390,4.4,10.6,Black,Pointed,8.3
372,5.9,13.3,Blond,Broad,5.7
270,8.6,7.5,Light Brown,Pointed,11.7
473,4.5,7.2,Black,Broad,10.2
349,8.8,12.7,Cinnamon,Broad,8.3
491,3.3,7.7,White,Pointed,6.3
458,4.5,10.9,Dark Brown,Pointed,8.2
334,1.2,12.8,White,Pointed,10.7
376,5.8,8.1,White,Pointed,9.5
247,7.1,16.2,Dark Brown,Rounded,7.3
348,8.3,7.5,Light Brown,Rounded,11.5
212,4.6,16.6,Blond,Rounded,10.1
366,8.4,15.3,Cinnamon,Rounded,8.1
366,6.5,13.7,Light Brown,Broad,9
407,1.3,14.4,Cinnamon,Broad,5.7
458,1.3,10.8,Cinnamon,Rounded,9.8
302,4.6,12.2,Cinnamon,Broad,11.7
322,8.1,11.7,Blond,Broad,9.5
330,4.9,12.5,Black,Pointed,11.7
305,9.4,9,Black,Broad,9.3
207,8,13.1,Dark Brown,Broad,6.8
468,8.2,13.5,Dark Brown,Rounded,11.1
240,10,16.9,White,Rounded,8
329,7.7,16.7,Blond,Rounded,5.7
432,4.7,17.4,Cinnamon,Pointed,11.6
437,5.2,14.1,Black,Broad,10.8
401,8.8,13.2,Light Brown,Rounded,9.1
414,2.4,9.3,Black,Pointed,8.3
326,4.9,11.5,White,Pointed,11.1
318,4.9,15.5,Dark Brown,Broad,6.6
238,,16.6,Light Brown,Broad,5.8
446,5.7,10.8,Cinnamon,Broad,8
378,6.4,13.7,Dark Brown,Rounded,5.3
352,5,12.5,Light Brown,Broad,7.1
495,9.6,7.6,Cinnamon,Pointed,9.4
476,3.2,8.7,Cinnamon,Broad,11.2
349,9.3,12.7,Blond,Pointed,6.2
306,3.1,14.7,Black,Broad,10
479,2,9.3,White,Broad,11.7
483,5.2,11.1,Black,Pointed,11.4
367,7.5,7,Light Brown,Broad,11
319,4,12.6,White,Pointed,8.4
317,1.3,9.2,Cinnamon,Pointed,10.1
334,3.3,11.5,Blond,Rounded,8.4
455,9.7,17.3,Light Brown,Broad,6.3
418,8.3,14.8,Dark Brown,Rounded,6.9
334,9.1,10.5,Dark Brown,Rounded,7.3
445,4.5,13,Cinnamon,Pointed,8.7
247,4.3,11,Dark Brown,Rounded,6.8
312,4,9.2,Black,Pointed,7.8
322,5.2,11.7,Cinnamon,Rounded,11.4
291,5.5,11.2,Blond,Rounded,6
337,4.2,12,,Pointed,5.7
287,2.8,14.3,Blond,Broad,9.2
238,8.3,14.9,Light Brown,Broad,9.6
210,9.5,12.6,Light Brown,Broad,5.5
439,3.8,11.9,Cinnamon,Pointed,8.2
335,1.9,7.5,Cinnamon,Pointed,9.7
442,7,15.7,Light Brown,Rounded,5.6
379,1,17.8,Black,Pointed,9.8
402,1.2,13.4,Dark Brown,Pointed,7.7
403,2.6,11.3,Cinnamon,Pointed,9.8
446,4.9,13.3,White,Broad,11.8
239,1,15.1,Light Brown,Broad,9.9
386,1.6,12.4,White,Broad,10.3
218,4.9,11.2,Cinnamon,Pointed,10
205,10,11.1,Black,Broad,11.2
366,6.8,12.8,,Broad,7.3
238,4.6,16.9,Dark Brown,Rounded,5.5
216,,15.9,Dark Brown,Broad,6.5
439,5.1,17.7,Blond,Rounded,5.4
309,1.7,12.3,,Broad,8.2
315,6.7,7.1,Cinnamon,Pointed,6
379,3.3,14.8,Light Brown,Pointed,8.7
405,7,14.7,Cinnamon,Broad,6
438,7.5,7.5,Light Brown,Rounded,8.4
318,4.1,13.3,Blond,Pointed,7.2
394,9.4,11.6,Black,Pointed,9.4
376,5.7,18,Blond,Broad,7.4
204,5.8,16.3,Blond,Broad,8.7
338,6.4,9.3,Light Brown,Broad,11.1
410,1.4,17.1,Cinnamon,Broad,9.6
289,5.9,12.7,Dark Brown,Pointed,10.7
421,8.9,12.8,Dark Brown,Rounded,5.8
318,2,16.5,Black,Broad,11.5
318,9.4,13.6,Black,Rounded,9.7
498,3.7,10.5,Light Brown,Pointed,11
304,10,11.1,White,Pointed,8.8
403,8,9.2,Cinnamon,Rounded,8.7
404,1.1,12.7,White,Pointed,11.4
311,7.4,15.1,,Broad,9.2
435,3.7,12,Black,Rounded,10.4
454,3.7,11.9,White,Broad,8
370,4.8,7.3,Cinnamon,Rounded,9.9
371,3.4,14.7,Dark Brown,Pointed,10.5
225,7.6,13.5,Dark Brown,Broad,10.4
386,7.6,12.1,Light Brown,Rounded,9.2
247,4.4,11.2,,Broad,8.2
373,3.7,17,Light Brown,Broad,5.6
370,5.3,8.9,Dark Brown,Rounded,8.3
429,6.3,12.5,Cinnamon,Pointed,10.5
310,,15,Blond,Pointed,5.3
354,1.1,10.6,Black,Broad,10.4
